,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2016-01-01,24.6121785,20.422258139559567,23.268857508532086,24.6121785,24.6121785,-2.776059547965636,-2.776059547965636,-2.776059547965636,-0.05036399854787586,-0.05036399854787586,-0.05036399854787586,-2.7256955494177606,-2.7256955494177606,-2.7256955494177606,0.0,0.0,0.0,21.83611895203436
1,2016-01-02,24.61126684663668,20.50707669928262,23.123915843408408,24.61126684663668,24.61126684663668,-2.775793628243616,-2.775793628243616,-2.775793628243616,-0.04843520495601652,-0.04843520495601652,-0.04843520495601652,-2.7273584232875994,-2.7273584232875994,-2.7273584232875994,0.0,0.0,0.0,21.835473218393066
2,2016-01-03,24.610355193273367,20.53999127022378,23.282854272660128,24.610355193273367,24.610355193273367,-2.695244745886919,-2.695244745886919,-2.695244745886919,0.031916069113057034,0.031916069113057034,0.031916069113057034,-2.7271608149999764,-2.7271608149999764,-2.7271608149999764,0.0,0.0,0.0,21.915110447386446
3,2016-01-04,24.609443539910053,20.6267165010333,23.29293001404386,24.609443539910053,24.609443539910053,-2.7254649669950486,-2.7254649669950486,-2.7254649669950486,-0.0007185838882569065,-0.0007185838882569065,-0.0007185838882569065,-2.7247463831067917,-2.7247463831067917,-2.7247463831067917,0.0,0.0,0.0,21.883978572915005
4,2016-01-05,24.608531886546736,20.581522581619,23.318327987178534,24.608531886546736,24.608531886546736,-2.6747144861431806,-2.6747144861431806,-2.6747144861431806,0.04504070419325683,0.04504070419325683,0.04504070419325683,-2.7197551903364374,-2.7197551903364374,-2.7197551903364374,0.0,0.0,0.0,21.933817400403555
5,2016-01-06,24.607620233183418,20.657520520974575,23.19851825595016,24.607620233183418,24.607620233183418,-2.679111836100828,-2.679111836100828,-2.679111836100828,0.03272285108600939,0.03272285108600939,0.03272285108600939,-2.7118346871868373,-2.7118346871868373,-2.7118346871868373,0.0,0.0,0.0,21.92850839708259
6,2016-01-07,24.6067085798201,20.54342972393114,23.203876229685978,24.6067085798201,24.6067085798201,-2.7108124229706245,-2.7108124229706245,-2.7108124229706245,-0.010161836999925464,-0.010161836999925464,-0.010161836999925464,-2.700650585970699,-2.700650585970699,-2.700650585970699,0.0,0.0,0.0,21.895896156849474
7,2016-01-08,24.605796926456787,20.455134972549544,23.321485178236195,24.605796926456787,24.605796926456787,-2.736261297390797,-2.736261297390797,-2.736261297390797,-0.05036399854785717,-0.05036399854785717,-0.05036399854785717,-2.6858972988429404,-2.6858972988429404,-2.6858972988429404,0.0,0.0,0.0,21.86953562906599
8,2016-01-09,24.60488527309347,20.568097039700707,23.20481621427321,24.60488527309347,24.60488527309347,-2.7157428310316845,-2.7157428310316845,-2.7157428310316845,-0.04843520495629966,-0.04843520495629966,-0.04843520495629966,-2.6673076260753845,-2.6673076260753845,-2.6673076260753845,0.0,0.0,0.0,21.889142442061786
9,2016-01-10,24.60397361973015,20.58658522854102,23.386524502847337,24.60397361973015,24.60397361973015,-2.6127453336672875,-2.6127453336672875,-2.6127453336672875,0.03191606911305503,0.03191606911305503,0.03191606911305503,-2.6446614027803426,-2.6446614027803426,-2.6446614027803426,0.0,0.0,0.0,21.991228286062864
10,2016-01-11,24.603061966366834,20.675946651345935,23.441856395134838,24.603061966366834,24.603061966366834,-2.618511426645237,-2.618511426645237,-2.618511426645237,-0.0007185838882482864,-0.0007185838882482864,-0.0007185838882482864,-2.6177928427569883,-2.6177928427569883,-2.6177928427569883,0.0,0.0,0.0,21.984550539721596
11,2016-01-12,24.60215031300352,20.753588387925976,23.466892590725497,24.60215031300352,24.60215031300352,-2.541555652055138,-2.541555652055138,-2.541555652055138,0.04504070419325209,0.04504070419325209,0.04504070419325209,-2.5865963562483905,-2.5865963562483905,-2.5865963562483905,0.0,0.0,0.0,22.060594660948382
12,2016-01-13,24.601238659640202,20.767428735602127,23.408355328925477,24.601238659640202,24.601238659640202,-2.518307811936153,-2.518307811936153,-2.518307811936153,0.03272285108602709,0.03272285108602709,0.03272285108602709,-2.55103066302218,-2.55103066302218,-2.55103066302218,0.0,0.0,0.0,22.08293084770405
13,2016-01-14,24.60032700627689,20.790490310360756,23.523250827505045,24.60032700627689,24.60032700627689,-2.5212829090132,-2.5212829090132,-2.5212829090132,-0.01016183700001053,-0.01016183700001053,-0.01016183700001053,-2.51112107201319,-2.51112107201319,-2.51112107201319,0.0,0.0,0.0,22.07904409726369
14,2016-01-15,24.59941535291357,20.78985584803013,23.471482003462228,24.59941535291357,24.59941535291357,-2.517323850889499,-2.517323850889499,-2.517323850889499,-0.05036399854793693,-0.05036399854793693,-0.05036399854793693,-2.4669598523415623,-2.4669598523415623,-2.4669598523415623,0.0,0.0,0.0,22.08209150202407
15,2016-01-16,24.598503699550257,20.664670574726944,23.491539542140043,24.598503699550257,24.598503699550257,-2.4671398812188765,-2.4671398812188765,-2.4671398812188765,-0.048435204956194924,-0.048435204956194924,-0.048435204956194924,-2.4187046762626814,-2.4187046762626814,-2.4187046762626814,0.0,0.0,0.0,22.13136381833138
16,2016-01-17,24.59759204618694,20.82904503435903,23.67470990220929,24.59759204618694,24.59759204618694,-2.334659101793044,-2.334659101793044,-2.334659101793044,0.03191606911307813,0.03191606911307813,0.03191606911307813,-2.3665751709061222,-2.3665751709061222,-2.3665751709061222,0.0,0.0,0.0,22.262932944393896
17,2016-01-18,24.59668039282362,20.85190488275473,23.679044910779364,24.59668039282362,24.59668039282362,-2.311566254769658,-2.311566254769658,-2.311566254769658,-0.0007185838882782585,-0.0007185838882782585,-0.0007185838882782585,-2.310847670881379,-2.310847670881379,-2.310847670881379,0.0,0.0,0.0,22.285114138053963
18,2016-01-19,24.595768739460304,21.00664666071116,23.816843660511406,24.595768739460304,24.595768739460304,-2.2068076121508073,-2.2068076121508073,-2.2068076121508073,0.045040704193154806,0.045040704193154806,0.045040704193154806,-2.2518483163439624,-2.2518483163439624,-2.2518483163439624,0.0,0.0,0.0,22.388961127309496
19,2016-01-20,24.59485708609699,21.059404641618347,23.837874922023943,24.59485708609699,24.59485708609699,-2.1572218383555737,-2.1572218383555737,-2.1572218383555737,0.03272285108607875,0.03272285108607875,0.03272285108607875,-2.1899446894416523,-2.1899446894416523,-2.1899446894416523,0.0,0.0,0.0,22.437635247741415
20,2016-01-21,24.593945432733673,21.100031468749123,23.804336203806105,24.593945432733673,24.593945432733673,-2.135698061771731,-2.135698061771731,-2.135698061771731,-0.010161836999951669,-0.010161836999951669,-0.010161836999951669,-2.1255362247717793,-2.1255362247717793,-2.1255362247717793,0.0,0.0,0.0,22.458247370961942
21,2016-01-22,24.593033779370355,21.14880382998337,23.91412656057029,24.593033779370355,24.593033779370355,-2.1094076639030064,-2.1094076639030064,-2.1094076639030064,-0.05036399854791826,-0.05036399854791826,-0.05036399854791826,-2.0590436653550883,-2.0590436653550883,-2.0590436653550883,0.0,0.0,0.0,22.48362611546735
22,2016-01-23,24.592122126007038,21.185500243089617,23.815084381286898,24.592122126007038,24.592122126007038,-2.0393330686121702,-2.0393330686121702,-2.0393330686121702,-0.04843520495609019,-0.04843520495609019,-0.04843520495609019,-1.9908978636560803,-1.9908978636560803,-1.9908978636560803,0.0,0.0,0.0,22.552789057394868
23,2016-01-24,24.59121047264372,21.378265851403906,24.120026081357828,24.59121047264372,24.59121047264372,-1.8896121774135826,-1.8896121774135826,-1.8896121774135826,0.03191606911310123,0.03191606911310123,0.03191606911310123,-1.9215282465266839,-1.9215282465266839,-1.9215282465266839,0.0,0.0,0.0,22.701598295230138
24,2016-01-25,24.59029881928041,21.31166313186841,24.18952370962378,24.59029881928041,24.59029881928041,-1.852069857000056,-1.852069857000056,-1.852069857000056,-0.0007185838882305887,-0.0007185838882305887,-0.0007185838882305887,-1.8513512731118253,-1.8513512731118253,-1.8513512731118253,0.0,0.0,0.0,22.738228962280353
25,2016-01-26,24.589387165917092,21.42276807015794,24.202436060622865,24.589387165917092,24.589387165917092,-1.7357185112146387,-1.7357185112146387,-1.7357185112146387,0.045040704193150066,0.045040704193150066,0.045040704193150066,-1.7807592154077887,-1.7807592154077887,-1.7807592154077887,0.0,0.0,0.0,22.853668654702453
26,2016-01-27,24.588475512553774,21.667379623221557,24.272662281169584,24.588475512553774,24.588475512553774,-1.677386731270576,-1.677386731270576,-1.677386731270576,0.032722851085964504,0.032722851085964504,0.032722851085964504,-1.7101095823565406,-1.7101095823565406,-1.7101095823565406,0.0,0.0,0.0,22.911088781283198
27,2016-01-28,24.587563859190457,21.51897407290079,24.232353805026875,24.587563859190457,24.587563859190457,-1.649877327322277,-1.649877327322277,-1.649877327322277,-0.010161837000035936,-0.010161837000035936,-0.010161837000035936,-1.6397154903222413,-1.6397154903222413,-1.6397154903222413,0.0,0.0,0.0,22.93768653186818
28,2016-01-29,24.586652205827143,21.605140716855246,24.362553175866925,24.586652205827143,24.586652205827143,-1.620201254633606,-1.620201254633606,-1.620201254633606,-0.05036399854802552,-0.05036399854802552,-0.05036399854802552,-1.5698372560855804,-1.5698372560855804,-1.5698372560855804,0.0,0.0,0.0,22.966450951193536
29,2016-01-30,24.585740552463825,21.66673066348903,24.35235738429815,24.585740552463825,24.585740552463825,-1.5491106588532797,-1.5491106588532797,-1.5491106588532797,-0.04843520495617941,-0.04843520495617941,-0.04843520495617941,-1.5006754538971,-1.5006754538971,-1.5006754538971,0.0,0.0,0.0,23.036629893610545
30,2016-01-31,24.584828899100508,21.823204784666046,24.52868179566525,24.584828899100508,24.584828899100508,-1.4004495675467472,-1.4004495675467472,-1.4004495675467472,0.031916069113076456,0.031916069113076456,0.031916069113076456,-1.4323656366598236,-1.4323656366598236,-1.4323656366598236,0.0,0.0,0.0,23.18437933155376
31,2016-02-01,24.58391724573719,21.9277088020641,24.552042517046928,24.58391724573719,24.58391724573719,-1.3656934580598936,-1.3656934580598936,-1.3656934580598936,-0.0007185838882605641,-0.0007185838882605641,-0.0007185838882605641,-1.364974874171633,-1.364974874171633,-1.364974874171633,0.0,0.0,0.0,23.218223787677296
32,2016-02-02,24.583005592373876,22.018445444162715,24.575505867230227,24.583005592373876,24.583005592373876,-1.2534595057238223,-1.2534595057238223,-1.2534595057238223,0.04504070419314532,0.04504070419314532,0.04504070419314532,-1.2985002099169676,-1.2985002099169676,-1.2985002099169676,0.0,0.0,0.0,23.329546086650055
33,2016-02-03,24.58209393901056,22.068879185534048,24.697938317394108,24.58209393901056,24.58209393901056,-1.2001462325685284,-1.2001462325685284,-1.2001462325685284,0.03272285108585027,0.03272285108585027,0.03272285108585027,-1.2328690836543785,-1.2328690836543785,-1.2328690836543785,0.0,0.0,0.0,23.38194770644203
34,2016-02-04,24.58118228564724,22.094949885362176,24.787132372709653,24.58118228564724,24.58118228564724,-1.178103548553477,-1.178103548553477,-1.178103548553477,-0.0101618370001202,-0.0101618370001202,-0.0101618370001202,-1.1679417115533568,-1.1679417115533568,-1.1679417115533568,0.0,0.0,0.0,23.403078737093765
35,2016-02-05,24.580270632283927,22.092310840865267,24.84606855253515,24.580270632283927,24.580270632283927,-1.1538793590325014,-1.1538793590325014,-1.1538793590325014,-0.050363998547699906,-0.050363998547699906,-0.050363998547699906,-1.1035153604848014,-1.1035153604848014,-1.1035153604848014,0.0,0.0,0.0,23.426391273251426
36,2016-02-06,24.579358978920613,22.13950536741587,24.806498880843904,24.579358978920613,24.579358978920613,-1.087765604811244,-1.087765604811244,-1.087765604811244,-0.048435204956158495,-0.048435204956158495,-0.048435204956158495,-1.0393303998550856,-1.0393303998550856,-1.0393303998550856,0.0,0.0,0.0,23.491593374109367
37,2016-02-07,24.578447325557295,22.320581393929476,25.00973156921526,24.578447325557295,24.578447325557295,-0.9431618954998522,-0.9431618954998522,-0.9431618954998522,0.031916069113074444,0.031916069113074444,0.031916069113074444,-0.9750779646129267,-0.9750779646129267,-0.9750779646129267,0.0,0.0,0.0,23.635285430057444
38,2016-02-08,24.577535672193978,22.3607901699331,24.944587527732654,24.577535672193978,24.577535672193978,-0.9111276020220955,-0.9111276020220955,-0.9111276020220955,-0.0007185838882519407,-0.0007185838882519407,-0.0007185838882519407,-0.9104090181338437,-0.9104090181338437,-0.9104090181338437,0.0,0.0,0.0,23.666408070171883
39,2016-02-09,24.57662401883066,22.454454097104797,25.11652305862424,24.57662401883066,24.57662401883066,-0.799903860725072,-0.799903860725072,-0.799903860725072,0.04504070419323522,0.04504070419323522,0.04504070419323522,-0.8449445649183073,-0.8449445649183073,-0.8449445649183073,0.0,0.0,0.0,23.77672015810559
40,2016-02-10,24.575712365467346,22.423933027005756,25.18016030835677,24.575712365467346,24.575712365467346,-0.7455638803752429,-0.7455638803752429,-0.7455638803752429,0.03272285108590192,0.03272285108590192,0.03272285108590192,-0.7782867314611448,-0.7782867314611448,-0.7782867314611448,0.0,0.0,0.0,23.830148485092103
41,2016-02-11,24.57480071210403,22.568000996536274,25.251733479975726,24.57480071210403,24.57480071210403,-0.7201922471764036,-0.7201922471764036,-0.7201922471764036,-0.010161837000062141,-0.010161837000062141,-0.010161837000062141,-0.7100304101763416,-0.7100304101763416,-0.7100304101763416,0.0,0.0,0.0,23.854608464927626
42,2016-02-12,24.57388905874071,22.41697827631595,25.268622298111932,24.57388905874071,24.57388905874071,-0.6901391450349437,-0.6901391450349437,-0.6901391450349437,-0.05036399854780719,-0.05036399854780719,-0.05036399854780719,-0.6397751464871364,-0.6397751464871364,-0.6397751464871364,0.0,0.0,0.0,23.883749913705767
43,2016-02-13,24.572977405377394,22.636702990766857,25.37672692633076,24.572977405377394,24.572977405377394,-0.6155721485121611,-0.6155721485121611,-0.6155721485121611,-0.048435204956137595,-0.048435204956137595,-0.048435204956137595,-0.5671369435560236,-0.5671369435560236,-0.5671369435560236,0.0,0.0,0.0,23.957405256865233
44,2016-02-14,24.57206575201408,22.728117744073565,25.406955281441636,24.57206575201408,24.57206575201408,-0.45984359357717874,-0.45984359357717874,-0.45984359357717874,0.031916069113072446,0.031916069113072446,0.031916069113072446,-0.4917596626902512,-0.4917596626902512,-0.4917596626902512,0.0,0.0,0.0,24.1122221584369
